
------------------------------------------
Lattice size: 4096 x 4096
Largest (Sequential): 13393319
Percolated? (Sequential): YES

Number of nodes = 2







Sun Nov  5 23:10:01 2017

Percolation,Site
Probability,0.800000
Perc type,2,
Runs,1


Size,4096x4096,,P+C times,,,,,,,P+C speedup,,,,,,,,Times percolated (Validation),,,,,,,,,Avg cluster size (Validation),
Nodes,Allocation,,T1,T2,T3,T4,T5,T6,,T0,T1,T2,T3,T4,T5,T6,,Seq,T1,T2,T3,T4,T5,T6,,,Seq,T1,T2,T3,T4,T5,T6,
1,1.764840,,22.886035,12.578025,7.858427,7.365335,9.507173,6.079903,,0,1.000000,1.819525,2.912292,3.107263,2.407239,3.764211,,1,1,1,1,1,1,1,,,13393561,13393561,13393561,13393561,13393561,13393561,13393561,



Sun Nov  5 23:11:26 2017

Percolation,Site
Probability,0.800000
Perc type,2,
Runs,1


Size,4096x4096,,P+C times,,,,,,,P+C speedup,,,,,,,,Times percolated (Validation),,,,,,,,,Avg cluster size (Validation),
Nodes,Allocation,,T1,T2,T3,T4,T5,T6,,T0,T1,T2,T3,T4,T5,T6,,Seq,T1,T2,T3,T4,T5,T6,,,Seq,T1,T2,T3,T4,T5,T6,
9,1.794913,,12.291625,7.784378,6.529252,6.333871,5.778916,5.221850,,0,1.000000,1.579012,1.882547,1.940618,2.126978,2.353883,,1,1,1,1,1,1,1,,,13393545,13393545,13393545,13393545,13393545,13393545,13393545,



Sun Nov  5 23:12:33 2017

Percolation,Site
Probability,0.800000
Perc type,2,
Runs,1


Size,4096x4096,,P+C times,,,,,,,P+C speedup,,,,,,,,Times percolated (Validation),,,,,,,,,Avg cluster size (Validation),
Nodes,Allocation,,T1,T2,T3,T4,T5,T6,,T0,T1,T2,T3,T4,T5,T6,,Seq,T1,T2,T3,T4,T5,T6,,,Seq,T1,T2,T3,T4,T5,T6,
11,1.467964,,12.660268,7.565199,6.077734,5.871727,5.253315,4.398931,,0,1.000000,1.673488,2.083057,2.156140,2.409958,2.878033,,1,1,1,1,1,1,1,,,13393313,13393313,13393313,13393313,13393313,13393313,13393313,



Sun Nov  5 23:13:27 2017

Percolation,Site
Probability,0.800000
Perc type,2,
Runs,1


Size,4096x4096,,P+C times,,,,,,,P+C speedup,,,,,,,,Times percolated (Validation),,,,,,,,,Avg cluster size (Validation),
Nodes,Allocation,,T1,T2,T3,T4,T5,T6,,T0,T1,T2,T3,T4,T5,T6,,Seq,T1,T2,T3,T4,T5,T6,,,Seq,T1,T2,T3,T4,T5,T6,
10,1.605476,,17.979354,12.710933,11.980484,12.724172,12.045240,11.720713,,0,1.000000,1.414480,1.500720,1.413008,1.492652,1.533981,,1,0,0,0,0,0,0,,,13393741,13393741,13393741,13393741,13393741,13393741,13393741,



Sun Nov  5 23:15:03 2017

Percolation,Site
