
------------------------------------------
Lattice size: 4096 x 4096
Largest (Sequential): 13393382
Percolated? (Sequential): YES

Number of nodes = 12







Sun Nov  5 23:12:24 2017

Percolation,Site
Probability,0.800000
Perc type,2,
Runs,1


Size,4096x4096,,P+C times,,,,,,,P+C speedup,,,,,,,,Times percolated (Validation),,,,,,,,,Avg cluster size (Validation),
Nodes,Allocation,,T1,T2,T3,T4,T5,T6,,T0,T1,T2,T3,T4,T5,T6,,Seq,T1,T2,T3,T4,T5,T6,,,Seq,T1,T2,T3,T4,T5,T6,
12,1.236206,,0.819767,0.829285,0.643350,0.621748,0.602858,0.642880,,0,1.000000,0.988523,1.274217,1.318488,1.359801,1.275149,,1,1,1,1,1,1,1,,,13393382,13393382,13393382,13393382,13393382,13393382,13393382,




